,Name,huc4
109,298_082R,0203
109,298_082R,0110
109,298_082R,0108
110,298_083L,0203
111,298_083R,0203
88,300_066L,0901
89,300_066R,0901
90,300_067L,0901
91,300_067R,0901
92,300_068L,0901
93,300_068R,0901
94,300_069L,0901
95,300_069R,1011
95,300_069R,0901
96,300_070L,1013
96,300_070L,0902
96,300_070L,0901
97,300_070R,1013
97,300_070R,1011
97,300_070R,0901
98,300_071L,1013
98,300_071L,1016
98,300_071L,0902
98,300_071L,0901
99,300_071R,1013
99,300_071R,1011
100,300_072L,1013
101,300_072R,1013
102,300_073L,1013
103,300_073R,1013
104,300_074L,1013
104,300_074L,1016
105,300_074R,1013
106,300_075L,1014
106,300_075L,1013
106,300_075L,1016
107,300_075R,1013
108,300_076L,1014
108,300_076L,1013
108,300_076L,1016
109,300_076R,1014
109,300_076R,1013
109,300_076R,1016
110,300_077L,1014
110,300_077L,1016
111,300_077R,1014
112,300_078L,1014
112,300_078L,1017
112,300_078L,1016
113,300_078R,1015
113,300_078R,1014
113,300_078R,1017
114,300_079L,1015
114,300_079L,1014
114,300_079L,1017
115,300_079R,1022
115,300_079R,1015
115,300_079R,1014
115,300_079R,1017
116,300_080L,1022
116,300_080L,1015
116,300_080L,1017
117,300_080R,1022
117,300_080R,1021
117,300_080R,1015
118,300_081L,1020
118,300_081L,1022
118,300_081L,1021
119,300_081R,1022
119,300_081R,1021
120,300_082L,1027
120,300_082L,1020
120,300_082L,1021
121,300_082R,1020
121,300_082R,1021
122,300_083L,1027
122,300_083L,1020
123,300_083R,1025
123,300_083R,1027
123,300_083R,1020
123,300_083R,1021
124,300_084L,1025
124,300_084L,1027
125,300_084R,1026
125,300_084R,1025
125,300_084R,1027
126,300_085L,1026
126,300_085L,1025
126,300_085L,1027
127,300_085R,1026
127,300_085R,1025
128,300_086L,1026
128,300_086L,1025
129,300_086R,1103
129,300_086R,1026
130,300_087L,1103
130,300_087L,1026
130,300_087L,1107
130,300_087L,1027
131,300_087R,1103
131,300_087R,1026
132,300_088L,1103
132,300_088L,1107
133,300_088R,1103
133,300_088R,1106
134,300_089L,1103
134,300_089L,1106
134,300_089L,1107
135,300_089R,1103
135,300_089R,1106
136,300_090L,1103
136,300_090L,1106
136,300_090L,1107
137,300_090R,1105
137,300_090R,1106
138,300_091L,1111
138,300_091L,1105
138,300_091L,1106
138,300_091L,1107
139,300_091R,1105
139,300_091R,1110
139,300_091R,1106
140,300_092L,1111
140,300_092L,1105
140,300_092L,1110
141,300_092R,1105
141,300_092R,1109
141,300_092R,1110
142,300_093L,1114
142,300_093L,1109
142,300_093L,1110
143,300_093R,1114
143,300_093R,1113
143,300_093R,1109
143,300_093R,1110
144,300_094L,1114
144,300_094L,1109
145,300_094R,1114
145,300_094R,1113
145,300_094R,1109
146,300_095L,1114
147,300_095R,1203
147,300_095R,1114
147,300_095R,1113
148,300_096L,1201
148,300_096L,1203
148,300_096L,1114
149,300_096R,1201
149,300_096R,1203
149,300_096R,1114
149,300_096R,1113
150,300_097L,1201
150,300_097L,1203
150,300_097L,1114
151,300_097R,1201
151,300_097R,1203
152,300_098L,1202
152,300_098L,1201
152,300_098L,1203
153,300_098R,1203
154,300_099L,1202
154,300_099L,1203
155,300_099R,1207
155,300_099R,1203
156,300_100L,1202
156,300_100L,1203
157,300_100R,1207
157,300_100R,1203
158,300_101L,1204
158,300_101L,1203
159,300_101R,1204
159,300_101R,1207
159,300_101R,1203
160,300_102L,1204
160,300_102L,1203
161,300_102R,1204
161,300_102R,1207
161,300_102R,1209
162,300_103L,1204
162,300_103L,1203
163,300_103R,1204
163,300_103R,1207
163,300_103R,1209
164,300_104L,1204
165,300_104R,1204
165,300_104R,1207
165,300_104R,1209
78,302_083L,1801
79,302_083R,1801
80,302_084L,1801
81,302_084R,1801
82,302_085L,1801
83,302_085R,1801
84,302_086L,1802
84,302_086L,1801
85,302_086R,1801
86,302_087L,1805
86,302_087L,1801
87,302_087R,1801
88,302_088L,1805
90,302_089L,1805
60,313_227L,0109
61,313_227R,0109
62,313_228L,0109
63,313_228R,0109
64,313_231L,0106
65,313_231R,0106
65,313_231R,0105
66,313_232L,0106
66,313_232L,0104
66,313_232L,0105
66,313_232L,0103
67,313_232R,0106
67,313_232R,0105
67,313_232R,0103
68,313_233L,0104
68,313_233L,0103
69,313_233R,0105
69,313_233R,0103
69,313_233R,0102
70,313_234L,0103
70,313_234L,0102
71,313_234R,0103
71,313_234R,0102
72,313_235L,0103
72,313_235L,0102
72,313_235L,0101
73,313_235R,0103
73,313_235R,0102
74,313_236L,0102
74,313_236L,0101
75,313_236R,0102
75,313_236R,0101
76,313_237L,0101
77,313_237R,0101
78,313_238L,0101
79,313_238R,0101
80,313_239L,0101
81,313_239R,0101
16,315_199L,1312
17,315_199R,1312
18,315_200L,1312
18,315_200L,1311
19,315_200R,1309
19,315_200R,1312
19,315_200R,1311
20,315_201L,1312
20,315_201L,1311
21,315_201R,1309
21,315_201R,1312
21,315_201R,1311
22,315_202L,1311
23,315_202R,1311
23,315_202R,1308
24,315_203L,1311
24,315_203L,1308
25,315_203R,1211
25,315_203R,1311
25,315_203R,1308
26,315_204L,1211
26,315_204L,1308
27,315_204R,1211
27,315_204R,1308
28,315_205L,1211
28,315_205L,1308
29,315_205R,1211
30,315_206L,1211
30,315_206L,1308
31,315_206R,1211
31,315_206R,1210
32,315_207L,1211
32,315_207L,1210
32,315_207L,1209
33,315_207R,1211
33,315_207R,1210
33,315_207R,1209
34,315_208L,1209
35,315_208R,1210
35,315_208R,1209
36,315_209L,1209
37,315_209R,1209
38,315_210L,1209
39,315_210R,1207
39,315_210R,1209
40,315_211L,1207
40,315_211L,1209
40,315_211L,1206
41,315_211R,1207
41,315_211R,1209
41,315_211R,1206
42,315_212L,1206
43,315_212R,1207
43,315_212R,1206
44,315_213L,1206
44,315_213L,1113
45,315_213R,1203
45,315_213R,1206
45,315_213R,1113
46,315_214L,1113
47,315_214R,1203
47,315_214R,1113
48,315_215L,1113
48,315_215L,1112
49,315_215R,1113
50,315_216L,1113
50,315_216L,1112
51,315_216R,1113
51,315_216R,1109
52,315_217L,1105
52,315_217L,1113
52,315_217L,1109
52,315_217L,1110
53,315_217R,1105
53,315_217R,1113
53,315_217R,1109
53,315_217R,1110
54,315_218L,1105
54,315_218L,1109
54,315_218L,1110
54,315_218L,1106
55,315_218R,1105
55,315_218R,1106
56,315_219L,1105
56,315_219L,1106
57,315_219R,1105
57,315_219R,1106
58,315_220L,1103
58,315_220L,1106
59,315_220R,1103
59,315_220R,1106
60,315_221L,1103
61,315_221R,1103
61,315_221R,1107
62,315_222L,1103
62,315_222L,1026
63,315_222R,1103
63,315_222R,1026
63,315_222R,1107
63,315_222R,1027
64,315_223L,1026
64,315_223L,1025
65,315_223R,1026
65,315_223R,1025
65,315_223R,1107
65,315_223R,1027
66,315_224L,1026
66,315_224L,1025
66,315_224L,1027
67,315_224R,1025
67,315_224R,1027
68,315_225L,1025
68,315_225L,1027
69,315_225R,1027
69,315_225R,1024
70,315_226L,1027
70,315_226L,1020
71,315_226R,1027
71,315_226R,1024
71,315_226R,1020
72,315_227L,1027
72,315_227L,1020
72,315_227L,1022
72,315_227L,1021
73,315_227R,1024
73,315_227R,1020
73,315_227R,1022
73,315_227R,1023
74,315_228L,1020
74,315_228L,1022
74,315_228L,1023
75,315_228R,1022
75,315_228R,1023
76,315_229L,1022
76,315_229L,1023
76,315_229L,1017
77,315_229R,1023
78,315_230L,1023
78,315_230L,1017
79,315_230R,1023
79,315_230R,1017
80,315_231L,0710
80,315_231L,1023
80,315_231L,1017
81,315_231R,0710
81,315_231R,1023
81,315_231R,1017
82,315_232L,0710
82,315_232L,1017
82,315_232L,0702
83,315_232R,0710
83,315_232R,1023
83,315_232R,0702
84,315_233L,0702
85,315_233R,0702
85,315_233R,0701
86,315_234L,0702
86,315_234L,0701
87,315_234R,0702
87,315_234R,0701
88,315_235L,0702
88,315_235L,0701
89,315_235R,0702
89,315_235R,0701
90,315_236L,0702
90,315_236L,0701
90,315_236L,0902
91,315_236R,0701
92,315_237L,0701
92,315_237L,0902
93,315_237R,0701
94,315_238L,0701
94,315_238L,0902
94,315_238L,0903
95,315_238R,0701
95,315_238R,0903
96,315_239L,0701
96,315_239L,0902
96,315_239L,0903
97,315_239R,0701
97,315_239R,0902
97,315_239R,0903
98,315_240L,0902
98,315_240L,0903
99,315_240R,0903
100,315_241L,0903
101,315_241R,0903
102,315_242L,0903
103,315_242R,0903
1,317_221R,1805
2,317_222L,1801
3,317_222R,1805
3,317_222R,1801
4,317_223L,1801
5,317_223R,1805
5,317_223R,1802
5,317_223R,1801
6,317_224L,1802
6,317_224L,1801
7,317_224R,1802
7,317_224R,1801
8,317_225L,1802
8,317_225L,1801
9,317_225R,1802
10,317_226L,1802
10,317_226L,1801
11,317_226R,1802
11,317_226R,1801
12,317_227L,1802
12,317_227L,1801
13,317_227R,1802
13,317_227R,1801
14,317_228L,1801
14,317_228L,1710
15,317_228R,1802
15,317_228R,1801
16,317_229L,1801
16,317_229L,1710
17,317_229R,1801
18,317_230L,1801
18,317_230L,1710
19,317_230R,1801
19,317_230R,1712
20,317_231L,1801
20,317_231L,1709
20,317_231L,1707
20,317_231L,1710
21,317_231R,1801
21,317_231R,1712
21,317_231R,1707
22,317_232L,1709
22,317_232L,1707
23,317_232R,1712
23,317_232R,1707
24,317_233L,1709
24,317_233L,1707
25,317_233R,1707
26,317_234L,1709
26,317_234L,1707
26,317_234L,1708
27,317_234R,1707
28,317_235L,1707
28,317_235L,1703
29,317_235R,1707
29,317_235R,1703
30,317_236L,1707
30,317_236L,1708
30,317_236L,1703
31,317_236R,1707
31,317_236R,1703
32,317_237L,1708
32,317_237L,1703
33,317_237R,1703
33,317_237R,1702
34,317_238L,1703
34,317_238L,1702
35,317_238R,1703
35,317_238R,1702
36,317_239L,1702
37,317_239R,1702
38,317_240L,1702
39,317_240R,1702
40,317_241L,1702
41,317_241R,1702
42,317_242L,1702
43,317_242R,1702
44,317_243L,1702
45,317_243R,1702
46,317_244L,1702
47,317_244R,1702
48,317_245L,1702
49,317_245R,1702
50,317_246L,1702
51,317_246R,1702
52,317_247L,1702
53,317_247R,1702
73,326_075R,0427
74,326_076L,0429
75,326_076R,0427
75,326_076R,0429
76,326_077L,0414
76,326_077L,0429
77,326_077R,0414
77,326_077R,0427
77,326_077R,0429
78,326_078L,0202
78,326_078L,0414
79,326_078R,0414
80,326_079L,0205
80,326_079L,0202
80,326_079L,0414
81,326_079R,0205
81,326_079R,0414
82,326_080L,0204
82,326_080L,0205
83,326_080R,0204
83,326_080R,0205
83,326_080R,0414
84,326_081L,0204
84,326_081L,0202
85,326_081R,0204
85,326_081R,0205
86,326_082L,0204
86,326_082L,0203
86,326_082L,0202
87,326_082R,0204
87,326_082R,0205
88,326_083L,0204
88,326_083L,0203
88,326_083L,0202
89,326_083R,0204
89,326_083R,0203
90,326_084L,0204
90,326_084L,0203
91,326_084R,0204
91,326_084R,0203
92,326_085L,0204
93,326_085R,0204
95,326_086R,0204
86,328_065L,0901
88,328_066L,0901
89,328_066R,0901
90,328_067L,0901
91,328_067R,1006
91,328_067R,0901
92,328_068L,1006
92,328_068L,0901
93,328_068R,1006
93,328_068R,0901
94,328_069L,1011
94,328_069L,1006
94,328_069L,0901
95,328_069R,1011
95,328_069R,1006
96,328_070L,1011
97,328_070R,1010
97,328_070R,1011
97,328_070R,1006
98,328_071L,1013
98,328_071L,1011
99,328_071R,1013
99,328_071R,1010
99,328_071R,1011
100,328_072L,1013
101,328_072R,1013
101,328_072R,1011
102,328_073L,1013
103,328_073R,1013
103,328_073R,1011
104,328_074L,1013
105,328_074R,1013
106,328_075L,1012
106,328_075L,1013
107,328_075R,1012
107,328_075R,1013
108,328_076L,1012
108,328_076L,1013
109,328_076R,1012
110,328_077L,1014
110,328_077L,1012
110,328_077L,1013
111,328_077R,1014
111,328_077R,1012
112,328_078L,1014
113,328_078R,1014
114,328_079L,1015
114,328_079L,1014
115,328_079R,1015
115,328_079R,1014
116,328_080L,1021
116,328_080L,1015
117,328_080R,1021
117,328_080R,1015
118,328_081L,1020
118,328_081L,1021
118,328_081L,1018
119,328_081R,1020
119,328_081R,1021
119,328_081R,1018
120,328_082L,1019
120,328_082L,1020
120,328_082L,1021
120,328_082L,1018
121,328_082R,1025
121,328_082R,1019
121,328_082R,1020
121,328_082R,1018
122,328_083L,1025
122,328_083L,1019
122,328_083L,1020
123,328_083R,1025
123,328_083R,1019
124,328_084L,1025
125,328_084R,1025
126,328_085L,1026
126,328_085L,1025
127,328_085R,1026
127,328_085R,1025
128,328_086L,1026
129,328_086R,1026
130,328_087L,1103
130,328_087L,1026
131,328_087R,1103
131,328_087R,1026
132,328_088L,1103
133,328_088R,1104
133,328_088R,1103
134,328_089L,1105
134,328_089L,1104
134,328_089L,1103
134,328_089L,1106
135,328_089R,1104
135,328_089R,1103
136,328_090L,1105
136,328_090L,1110
136,328_090L,1104
136,328_090L,1106
137,328_090R,1105
137,328_090R,1110
137,328_090R,1104
138,328_091L,1105
138,328_091L,1109
138,328_091L,1110
139,328_091R,1113
139,328_091R,1109
139,328_091R,1110
140,328_092L,1113
140,328_092L,1112
140,328_092L,1109
140,328_092L,1110
141,328_092R,1113
141,328_092R,1112
141,328_092R,1109
142,328_093L,1113
142,328_093L,1112
142,328_093L,1109
143,328_093R,1113
143,328_093R,1112
144,328_094L,1113
144,328_094L,1112
145,328_094R,1113
145,328_094R,1112
146,328_095L,1113
147,328_095R,1206
147,328_095R,1113
148,328_096L,1203
148,328_096L,1206
148,328_096L,1113
149,328_096R,1203
149,328_096R,1206
149,328_096R,1113
150,328_097L,1203
150,328_097L,1206
151,328_097R,1207
151,328_097R,1206
152,328_098L,1207
152,328_098L,1206
153,328_098R,1207
153,328_098R,1209
153,328_098R,1206
154,328_099L,1207
154,328_099L,1206
155,328_099R,1207
155,328_099R,1209
156,328_100L,1207
156,328_100L,1206
157,328_100R,1207
157,328_100R,1209
158,328_101L,1207
158,328_101L,1209
159,328_101R,1207
159,328_101R,1209
160,328_102L,1210
160,328_102L,1209
161,328_102R,1210
161,328_102R,1209
162,328_103L,1210
163,328_103R,1211
163,328_103R,1210
164,328_104L,1210
165,328_104R,1211
165,328_104R,1210
166,328_105L,1210
167,328_105R,1211
167,328_105R,1210
168,328_106L,1211
168,328_106L,1210
169,328_106R,1211
169,328_106R,1210
170,328_107L,1211
171,328_107R,1211
172,328_108L,1211
173,328_108R,1211
174,328_109L,1309
174,328_109L,1211
175,328_109R,1309
175,328_109R,1211
177,328_110R,1309
16,341_226L,0204
16,341_226L,0203
16,341_226L,0110
17,341_226R,0203
18,341_227L,0203
18,341_227L,0110
18,341_227L,0202
19,341_227R,0203
19,341_227R,0110
19,341_227R,0108
20,341_228L,0110
20,341_228L,0202
20,341_228L,0108
21,341_228R,0110
21,341_228R,0108
22,341_229L,0110
22,341_229L,0202
22,341_229L,0108
23,341_229R,0110
23,341_229R,0108
24,341_230L,0202
24,341_230L,0108
24,341_230L,0430
25,341_230R,0107
25,341_230R,0108
26,341_231L,0108
26,341_231L,0430
27,341_231R,0107
27,341_231R,0108
28,341_232L,0108
28,341_232L,0430
29,341_232R,0107
29,341_232R,0108
29,341_232R,0106
30,341_233L,0108
30,341_233L,0430
31,341_233R,0107
31,341_233R,0108
31,341_233R,0106
31,341_233R,0104
31,341_233R,0430
32,341_234L,0430
33,341_234R,0108
33,341_234R,0104
33,341_234R,0430
34,341_235L,0430
35,341_235R,0104
35,341_235R,0430
35,341_235R,0431
36,341_236L,0431
37,341_236R,0430
37,341_236R,0431
38,341_237L,0431
39,341_237R,0431
27,343_201R,1311
28,343_202L,1311
29,343_202R,1311
30,343_203L,1311
30,343_203L,1304
31,343_203R,1311
31,343_203R,1304
32,343_204L,1311
32,343_204L,1304
33,343_204R,1311
33,343_204R,1304
34,343_205L,1311
34,343_205L,1304
35,343_205R,1311
35,343_205R,1308
35,343_205R,1304
36,343_206L,1304
37,343_206R,1308
37,343_206R,1304
38,343_207L,1304
39,343_207R,1304
39,343_207R,1307
40,343_208L,1304
40,343_208L,1307
41,343_208R,1304
41,343_208R,1307
42,343_209L,1209
42,343_209L,1307
43,343_209R,1304
43,343_209R,1209
43,343_209R,1307
44,343_210L,1209
44,343_210L,1307
44,343_210L,1208
45,343_210R,1209
45,343_210R,1208
46,343_211L,1208
47,343_211R,1209
47,343_211R,1208
48,343_212L,1208
48,343_212L,1205
49,343_212R,1206
49,343_212R,1208
49,343_212R,1205
50,343_213L,1208
50,343_213L,1205
51,343_213R,1206
51,343_213R,1205
51,343_213R,1113
52,343_214L,1205
52,343_214L,1113
52,343_214L,1112
53,343_214R,1205
53,343_214R,1113
54,343_215L,1205
54,343_215L,1113
54,343_215L,1112
55,343_215R,1113
55,343_215R,1112
56,343_216L,1112
56,343_216L,1109
57,343_216R,1112
58,343_217L,1112
58,343_217L,1109
58,343_217L,1110
59,343_217R,1113
59,343_217R,1112
59,343_217R,1109
60,343_218L,1109
60,343_218L,1110
61,343_218R,1113
61,343_218R,1109
61,343_218R,1110
62,343_219L,1110
62,343_219L,1104
63,343_219R,1105
63,343_219R,1110
63,343_219R,1104
64,343_220L,1104
64,343_220L,1103
65,343_220R,1104
65,343_220R,1103
66,343_221L,1104
66,343_221L,1103
67,343_221R,1104
67,343_221R,1103
68,343_222L,1103
68,343_222L,1026
69,343_222R,1103
69,343_222R,1026
70,343_223L,1026
71,343_223R,1026
72,343_224L,1026
72,343_224L,1025
73,343_224R,1026
74,343_225L,1026
74,343_225L,1025
74,343_225L,1020
75,343_225R,1026
75,343_225R,1025
75,343_225R,1027
76,343_226L,1025
76,343_226L,1020
76,343_226L,1021
77,343_226R,1025
77,343_226R,1027
77,343_226R,1020
77,343_226R,1021
78,343_227L,1020
78,343_227L,1021
79,343_227R,1020
79,343_227R,1021
80,343_228L,1022
80,343_228L,1021
81,343_228R,1022
81,343_228R,1021
82,343_229L,1022
82,343_229L,1021
82,343_229L,1015
83,343_229R,1022
83,343_229R,1015
83,343_229R,1017
84,343_230L,1015
84,343_230L,1014
84,343_230L,1017
85,343_230R,1015
85,343_230R,1014
85,343_230R,1017
85,343_230R,1016
86,343_231L,1014
86,343_231L,1017
86,343_231L,1016
87,343_231R,1014
87,343_231R,1017
87,343_231R,1016
88,343_232L,1014
88,343_232L,1016
89,343_232R,1017
89,343_232R,1016
90,343_233L,1016
91,343_233R,1017
91,343_233R,1016
92,343_234L,1017
92,343_234L,1016
93,343_234R,1017
93,343_234R,0702
93,343_234R,1016
94,343_235L,1016
94,343_235L,0902
95,343_235R,1017
95,343_235R,0702
95,343_235R,1016
95,343_235R,0902
96,343_236L,1016
96,343_236L,0902
97,343_236R,0702
97,343_236R,0902
98,343_237L,0902
99,343_237R,0902
100,343_238L,0902
101,343_238R,0902
102,343_239L,0902
103,343_239R,0902
104,343_240L,0902
105,343_240R,0902
106,343_241L,0902
107,343_241R,0902
107,343_241R,0903
108,343_242L,0902
109,343_242R,0903
111,343_243R,0903
0,345_229L,1710
1,345_229R,1801
1,345_229R,1710
2,345_230L,1710
3,345_230R,1710
4,345_231L,1710
5,345_231R,1710
6,345_232L,1710
7,345_232R,1709
7,345_232R,1710
8,345_233L,1710
9,345_233R,1709
9,345_233R,1710
10,345_234L,1709
10,345_234L,1710
11,345_234R,1709
11,345_234R,1710
12,345_235L,1709
12,345_235L,1710
12,345_235L,1708
13,345_235R,1709
13,345_235R,1710
13,345_235R,1708
14,345_236L,1710
14,345_236L,1708
15,345_236R,1709
15,345_236R,1710
15,345_236R,1708
16,345_237L,1710
16,345_237L,1711
17,345_237R,1710
17,345_237R,1708
17,345_237R,1711
18,345_238L,1710
18,345_238L,1711
19,345_238R,1711
20,345_239L,1711
21,345_239R,1711
22,345_240L,1711
23,345_240R,1711
24,345_241L,1711
25,345_241R,1711
27,345_242R,1711
27,345_242R,1702
29,345_243R,1702
39,345_248R,1702
83,354_071R,0421
84,354_072L,0421
85,354_072R,0421
86,354_073L,0421
87,354_073R,0421
88,354_074L,0422
88,354_074L,0421
89,354_074R,0422
89,354_074R,0421
90,354_075L,0427
90,354_075L,0422
91,354_075R,0427
91,354_075R,0422
92,354_076L,0427
93,354_076R,0427
93,354_076R,0422
94,354_077L,0427
95,354_077R,0427
95,354_077R,0422
96,354_078L,0413
97,354_078R,0413
97,354_078R,0427
98,354_079L,0413
98,354_079L,0414
99,354_079R,0412
99,354_079R,0413
99,354_079R,0427
100,354_080L,0205
100,354_080L,0413
100,354_080L,0414
101,354_080R,0501
101,354_080R,0205
101,354_080R,0412
101,354_080R,0413
102,354_081L,0205
102,354_081L,0413
103,354_081R,0501
103,354_081R,0205
103,354_081R,0413
104,354_082L,0205
105,354_082R,0205
106,354_083L,0205
107,354_083R,0205
108,354_084L,0205
109,354_084R,0207
109,354_084R,0205
110,354_085L,0206
110,354_085L,0207
110,354_085L,0205
111,354_085R,0206
111,354_085R,0207
111,354_085R,0205
112,354_086L,0206
113,354_086R,0206
113,354_086R,0207
114,354_087L,0208
114,354_087L,0206
114,354_087L,0207
115,354_087R,0208
115,354_087R,0206
115,354_087R,0207
116,354_088L,0208
116,354_088L,0206
116,354_088L,0207
117,354_088R,0208
117,354_088R,0207
118,354_089L,0208
118,354_089L,0204
119,354_089R,0301
119,354_089R,0208
120,354_090L,0301
120,354_090L,0208
120,354_090L,0204
121,354_090R,0301
121,354_090R,0208
122,354_091L,0301
123,354_091R,0301
124,354_092L,0302
124,354_092L,0301
125,354_092R,0302
125,354_092R,0301
126,354_093L,0302
126,354_093L,0301
127,354_093R,0302
91,356_067R,1005
92,356_068L,1006
92,356_068L,1005
93,356_068R,1006
93,356_068R,1005
94,356_069L,1006
94,356_069L,1005
95,356_069R,1006
95,356_069R,1005
96,356_070L,1006
97,356_070R,1004
97,356_070R,1006
97,356_070R,1005
98,356_071L,1010
98,356_071L,1006
99,356_071R,1010
99,356_071R,1004
99,356_071R,1006
100,356_072L,1009
100,356_072L,1010
101,356_072R,1009
101,356_072R,1010
101,356_072R,1004
101,356_072R,1006
102,356_073L,1009
102,356_073L,1010
102,356_073L,1011
103,356_073R,1009
103,356_073R,1010
104,356_074L,1009
104,356_074L,1010
104,356_074L,1011
105,356_074R,1009
106,356_075L,1012
106,356_075L,1009
106,356_075L,1013
106,356_075L,1011
107,356_075R,1009
107,356_075R,1011
108,356_076L,1012
108,356_076L,1011
109,356_076R,1012
109,356_076R,1009
109,356_076R,1011
110,356_077L,1012
111,356_077R,1012
112,356_078L,1012
113,356_078R,1012
114,356_079L,1015
114,356_079L,1014
114,356_079L,1012
115,356_079R,1018
115,356_079R,1015
115,356_079R,1014
115,356_079R,1012
116,356_080L,1018
116,356_080L,1015
116,356_080L,1014
117,356_080R,1018
117,356_080R,1015
117,356_080R,1014
118,356_081L,1018
118,356_081L,1015
119,356_081R,1019
119,356_081R,1018
120,356_082L,1019
120,356_082L,1018
121,356_082R,1019
121,356_082R,1018
122,356_083L,1025
122,356_083L,1019
123,356_083R,1019
124,356_084L,1025
124,356_084L,1019
125,356_084R,1025
125,356_084R,1019
126,356_085L,1025
127,356_085R,1102
127,356_085R,1025
127,356_085R,1019
128,356_086L,1102
128,356_086L,1026
128,356_086L,1025
129,356_086R,1102
129,356_086R,1026
129,356_086R,1025
130,356_087L,1103
130,356_087L,1102
130,356_087L,1026
131,356_087R,1102
132,356_088L,1104
132,356_088L,1103
132,356_088L,1102
133,356_088R,1104
133,356_088R,1102
134,356_089L,1104
135,356_089R,1104
135,356_089R,1102
136,356_090L,1110
136,356_090L,1104
137,356_090R,1110
137,356_090R,1104
138,356_091L,1109
138,356_091L,1110
139,356_091R,1109
139,356_091R,1110
140,356_092L,1112
140,356_092L,1109
140,356_092L,1110
141,356_092R,1112
141,356_092R,1109
141,356_092R,1110
142,356_093L,1112
142,356_093L,1109
143,356_093R,1112
143,356_093R,1109
144,356_094L,1113
144,356_094L,1112
145,356_094R,1205
145,356_094R,1113
145,356_094R,1112
146,356_095L,1205
146,356_095L,1113
147,356_095R,1205
147,356_095R,1113
148,356_096L,1206
148,356_096L,1205
148,356_096L,1113
149,356_096R,1208
149,356_096R,1205
150,356_097L,1206
150,356_097L,1208
150,356_097L,1205
151,356_097R,1208
151,356_097R,1205
152,356_098L,1209
152,356_098L,1206
152,356_098L,1208
153,356_098R,1209
153,356_098R,1208
154,356_099L,1209
154,356_099L,1208
155,356_099R,1209
155,356_099R,1208
156,356_100L,1209
157,356_100R,1304
157,356_100R,1209
157,356_100R,1307
158,356_101L,1304
158,356_101L,1209
159,356_101R,1304
159,356_101R,1209
160,356_102L,1211
160,356_102L,1304
160,356_102L,1209
161,356_102R,1211
161,356_102R,1308
161,356_102R,1304
161,356_102R,1209
162,356_103L,1211
163,356_103R,1211
163,356_103R,1308
163,356_103R,1304
164,356_104L,1211
165,356_104R,1211
165,356_104R,1308
166,356_105L,1211
166,356_105L,1308
167,356_105R,1211
167,356_105R,1311
167,356_105R,1308
168,356_106L,1211
168,356_106L,1308
169,356_106R,1311
169,356_106R,1308
170,356_107L,1311
170,356_107L,1308
171,356_107R,1311
171,356_107R,1308
172,356_108L,1309
172,356_108L,1311
172,356_108L,1308
173,356_108R,1309
173,356_108R,1312
173,356_108R,1311
174,356_109L,1309
174,356_109L,1312
175,356_109R,1309
175,356_109R,1312
176,356_110L,1312
177,356_110R,1312
179,356_111R,1312
12,369_215L,0303
12,369_215L,0302
13,369_215R,0303
13,369_215R,0302
14,369_216L,0303
14,369_216L,0302
15,369_216R,0302
16,369_217L,0302
16,369_217L,0301
17,369_217R,0302
17,369_217R,0301
18,369_218L,0302
18,369_218L,0301
19,369_218R,0301
20,369_219L,0301
21,369_219R,0301
21,369_219R,0208
22,369_220L,0301
22,369_220L,0208
23,369_220R,0301
23,369_220R,0208
24,369_221L,0208
24,369_221L,0207
25,369_221R,0208
25,369_221R,0206
25,369_221R,0207
26,369_222L,0208
26,369_222L,0206
26,369_222L,0207
27,369_222R,0208
27,369_222R,0206
27,369_222R,0207
28,369_223L,0206
28,369_223L,0207
29,369_223R,0208
29,369_223R,0206
29,369_223R,0204
30,369_224L,0206
30,369_224L,0207
30,369_224L,0205
31,369_224R,0206
31,369_224R,0204
31,369_224R,0205
32,369_225L,0204
32,369_225L,0205
33,369_225R,0206
33,369_225R,0204
33,369_225R,0205
34,369_226L,0204
34,369_226L,0205
35,369_226R,0204
36,369_227L,0204
36,369_227L,0205
37,369_227R,0204
37,369_227R,0205
38,369_228L,0204
38,369_228L,0205
39,369_228R,0204
39,369_228R,0205
40,369_229L,0204
40,369_229L,0205
41,369_229R,0204
41,369_229R,0205
41,369_229R,0202
42,369_230L,0205
42,369_230L,0202
42,369_230L,0414
43,369_230R,0205
43,369_230R,0202
44,369_231L,0202
44,369_231L,0414
45,369_231R,0202
45,369_231R,0414
45,369_231R,0429
46,369_232L,0414
46,369_232L,0429
47,369_232R,0202
47,369_232R,0414
47,369_232R,0429
47,369_232R,0430
48,369_233L,0429
49,369_233R,0429
49,369_233R,0430
50,369_234L,0429
50,369_234L,0430
51,369_234R,0429
51,369_234R,0430
53,369_235R,0430
55,369_236R,0430
12,371_200L,1310
13,371_200R,1310
14,371_201L,1310
15,371_201R,1310
16,371_202L,1310
17,371_202R,1310
18,371_203L,1310
19,371_203R,1310
20,371_204L,1310
21,371_204R,1310
22,371_205L,1310
23,371_205R,1310
23,371_205R,1304
24,371_206L,1310
24,371_206L,1304
25,371_206R,1310
25,371_206R,1304
26,371_207L,1310
26,371_207L,1304
26,371_207L,1305
27,371_207R,1304
27,371_207R,1305
28,371_208L,1304
28,371_208L,1305
29,371_208R,1304
29,371_208R,1307
