,old_slurm_index,slurm_index,index,files,cycle,pass,tile,version,counter
5190,8409,5190,1841,SWOT_L2_HR_PIXC_543_009_235R_20230605T184310_20230605T184321_PGC0_01.nc,543,9,235R,PGC0,1
5191,8411,5191,1842,SWOT_L2_HR_PIXC_543_009_236R_20230605T184320_20230605T184331_PGC0_01.nc,543,9,236R,PGC0,1
5192,8412,5192,1846,SWOT_L2_HR_PIXC_543_009_237L_20230605T184330_20230605T184341_PGC0_01.nc,543,9,237L,PGC0,1
5193,8413,5193,1845,SWOT_L2_HR_PIXC_543_009_237R_20230605T184330_20230605T184341_PGC0_01.nc,543,9,237R,PGC0,1
5194,8415,5194,1848,SWOT_L2_HR_PIXC_543_009_238R_20230605T184340_20230605T184351_PGC0_01.nc,543,9,238R,PGC0,1
5195,8418,5195,1851,SWOT_L2_HR_PIXC_543_009_240R_20230605T184400_20230605T184411_PGC0_01.nc,543,9,240R,PGC0,1
5196,8419,5196,1852,SWOT_L2_HR_PIXC_544_009_226L_20230606T183219_20230606T183230_PGC0_01.nc,544,9,226L,PGC0,1
5197,8420,5197,1853,SWOT_L2_HR_PIXC_544_009_226R_20230606T183219_20230606T183230_PGC0_01.nc,544,9,226R,PGC0,1
5198,8421,5198,1854,SWOT_L2_HR_PIXC_544_009_227L_20230606T183229_20230606T183240_PGC0_01.nc,544,9,227L,PGC0,1
5199,8422,5199,1855,SWOT_L2_HR_PIXC_544_009_227R_20230606T183229_20230606T183240_PGC0_01.nc,544,9,227R,PGC0,1
5200,8423,5200,1857,SWOT_L2_HR_PIXC_544_009_228L_20230606T183239_20230606T183250_PGC0_01.nc,544,9,228L,PGC0,1
5201,8424,5201,1856,SWOT_L2_HR_PIXC_544_009_228R_20230606T183239_20230606T183250_PGC0_01.nc,544,9,228R,PGC0,1
5202,8425,5202,1859,SWOT_L2_HR_PIXC_544_009_229L_20230606T183249_20230606T183300_PGC0_01.nc,544,9,229L,PGC0,1
5203,8426,5203,1858,SWOT_L2_HR_PIXC_544_009_229R_20230606T183249_20230606T183300_PGC0_01.nc,544,9,229R,PGC0,1
5204,8427,5204,1862,SWOT_L2_HR_PIXC_544_009_230L_20230606T183259_20230606T183310_PGC0_01.nc,544,9,230L,PGC0,1
5205,8428,5205,1860,SWOT_L2_HR_PIXC_544_009_230R_20230606T183259_20230606T183310_PGC0_01.nc,544,9,230R,PGC0,1
5206,8429,5206,1863,SWOT_L2_HR_PIXC_544_009_231L_20230606T183309_20230606T183320_PGC0_01.nc,544,9,231L,PGC0,1
5207,8430,5207,1861,SWOT_L2_HR_PIXC_544_009_231R_20230606T183309_20230606T183320_PGC0_01.nc,544,9,231R,PGC0,1
5208,8431,5208,1865,SWOT_L2_HR_PIXC_544_009_232L_20230606T183319_20230606T183330_PGC0_01.nc,544,9,232L,PGC0,1
5209,8432,5209,1864,SWOT_L2_HR_PIXC_544_009_232R_20230606T183319_20230606T183330_PGC0_01.nc,544,9,232R,PGC0,1
5210,8433,5210,1867,SWOT_L2_HR_PIXC_544_009_233L_20230606T183328_20230606T183339_PGC0_01.nc,544,9,233L,PGC0,1
5211,8434,5211,1866,SWOT_L2_HR_PIXC_544_009_233R_20230606T183328_20230606T183339_PGC0_01.nc,544,9,233R,PGC0,1
5212,8435,5212,1869,SWOT_L2_HR_PIXC_544_009_234L_20230606T183338_20230606T183349_PGC0_01.nc,544,9,234L,PGC0,1
5213,8436,5213,1868,SWOT_L2_HR_PIXC_544_009_234R_20230606T183338_20230606T183349_PGC0_01.nc,544,9,234R,PGC0,1
5214,8438,5214,1870,SWOT_L2_HR_PIXC_544_009_235R_20230606T183348_20230606T183359_PGC0_01.nc,544,9,235R,PGC0,1
5215,8440,5215,1872,SWOT_L2_HR_PIXC_544_009_236R_20230606T183358_20230606T183409_PGC0_01.nc,544,9,236R,PGC0,1
5216,8441,5216,1875,SWOT_L2_HR_PIXC_544_009_237L_20230606T183408_20230606T183419_PGC0_01.nc,544,9,237L,PGC0,1
5217,8442,5217,1874,SWOT_L2_HR_PIXC_544_009_237R_20230606T183408_20230606T183419_PGC0_01.nc,544,9,237R,PGC0,1
5218,8444,5218,1877,SWOT_L2_HR_PIXC_544_009_238R_20230606T183418_20230606T183429_PGC0_01.nc,544,9,238R,PGC0,1
5219,8447,5219,1880,SWOT_L2_HR_PIXC_544_009_240R_20230606T183438_20230606T183449_PGC0_01.nc,544,9,240R,PGC0,1
5220,8448,5220,1882,SWOT_L2_HR_PIXC_545_009_226L_20230607T182257_20230607T182308_PGC0_01.nc,545,9,226L,PGC0,1
5221,8449,5221,1881,SWOT_L2_HR_PIXC_545_009_226R_20230607T182257_20230607T182308_PGC0_01.nc,545,9,226R,PGC0,1
5222,8450,5222,1884,SWOT_L2_HR_PIXC_545_009_227L_20230607T182307_20230607T182318_PGC0_01.nc,545,9,227L,PGC0,1
5223,8451,5223,1883,SWOT_L2_HR_PIXC_545_009_227R_20230607T182307_20230607T182318_PGC0_01.nc,545,9,227R,PGC0,1
5224,8452,5224,1886,SWOT_L2_HR_PIXC_545_009_228L_20230607T182317_20230607T182328_PGC0_01.nc,545,9,228L,PGC0,1
5225,8453,5225,1885,SWOT_L2_HR_PIXC_545_009_228R_20230607T182317_20230607T182328_PGC0_01.nc,545,9,228R,PGC0,1
5226,8454,5226,1888,SWOT_L2_HR_PIXC_545_009_229L_20230607T182327_20230607T182338_PGC0_01.nc,545,9,229L,PGC0,1
5227,8455,5227,1887,SWOT_L2_HR_PIXC_545_009_229R_20230607T182327_20230607T182338_PGC0_01.nc,545,9,229R,PGC0,1
5228,8456,5228,1890,SWOT_L2_HR_PIXC_545_009_230L_20230607T182337_20230607T182348_PGC0_01.nc,545,9,230L,PGC0,1
5229,8457,5229,1889,SWOT_L2_HR_PIXC_545_009_230R_20230607T182337_20230607T182348_PGC0_01.nc,545,9,230R,PGC0,1
5230,8458,5230,1892,SWOT_L2_HR_PIXC_545_009_231L_20230607T182346_20230607T182357_PGC0_01.nc,545,9,231L,PGC0,1
5231,8459,5231,1891,SWOT_L2_HR_PIXC_545_009_231R_20230607T182346_20230607T182357_PGC0_01.nc,545,9,231R,PGC0,1
5232,8460,5232,1894,SWOT_L2_HR_PIXC_545_009_232L_20230607T182356_20230607T182407_PGC0_01.nc,545,9,232L,PGC0,1
5233,8461,5233,1893,SWOT_L2_HR_PIXC_545_009_232R_20230607T182356_20230607T182407_PGC0_01.nc,545,9,232R,PGC0,1
5234,8462,5234,1896,SWOT_L2_HR_PIXC_545_009_233L_20230607T182406_20230607T182417_PGC0_01.nc,545,9,233L,PGC0,1
5235,8463,5235,1895,SWOT_L2_HR_PIXC_545_009_233R_20230607T182406_20230607T182417_PGC0_01.nc,545,9,233R,PGC0,1
5236,8464,5236,1897,SWOT_L2_HR_PIXC_545_009_234L_20230607T182416_20230607T182427_PGC0_01.nc,545,9,234L,PGC0,1
5237,8465,5237,1898,SWOT_L2_HR_PIXC_545_009_234R_20230607T182416_20230607T182427_PGC0_01.nc,545,9,234R,PGC0,1
5238,8467,5238,1899,SWOT_L2_HR_PIXC_545_009_235R_20230607T182426_20230607T182437_PGC0_01.nc,545,9,235R,PGC0,1
5239,8469,5239,1901,SWOT_L2_HR_PIXC_545_009_236R_20230607T182436_20230607T182447_PGC0_01.nc,545,9,236R,PGC0,1
5240,8470,5240,1904,SWOT_L2_HR_PIXC_545_009_237L_20230607T182446_20230607T182457_PGC0_01.nc,545,9,237L,PGC0,1
5241,8471,5241,1903,SWOT_L2_HR_PIXC_545_009_237R_20230607T182446_20230607T182457_PGC0_01.nc,545,9,237R,PGC0,1
5242,8473,5242,1905,SWOT_L2_HR_PIXC_545_009_238R_20230607T182456_20230607T182507_PGC0_01.nc,545,9,238R,PGC0,1
5243,8476,5243,1909,SWOT_L2_HR_PIXC_545_009_240R_20230607T182516_20230607T182527_PGC0_01.nc,545,9,240R,PGC0,1
5244,8477,5244,1911,SWOT_L2_HR_PIXC_546_009_226L_20230608T181335_20230608T181346_PGC0_01.nc,546,9,226L,PGC0,1
5245,8478,5245,1910,SWOT_L2_HR_PIXC_546_009_226R_20230608T181335_20230608T181346_PGC0_01.nc,546,9,226R,PGC0,1
5246,8479,5246,1912,SWOT_L2_HR_PIXC_546_009_227L_20230608T181345_20230608T181356_PGC0_01.nc,546,9,227L,PGC0,1
5247,8480,5247,1913,SWOT_L2_HR_PIXC_546_009_227R_20230608T181345_20230608T181356_PGC0_01.nc,546,9,227R,PGC0,1
5248,8481,5248,1915,SWOT_L2_HR_PIXC_546_009_228L_20230608T181354_20230608T181406_PGC0_01.nc,546,9,228L,PGC0,1
5249,8482,5249,1914,SWOT_L2_HR_PIXC_546_009_228R_20230608T181354_20230608T181405_PGC0_01.nc,546,9,228R,PGC0,1
5250,8483,5250,1917,SWOT_L2_HR_PIXC_546_009_229L_20230608T181404_20230608T181415_PGC0_01.nc,546,9,229L,PGC0,1
5251,8484,5251,1916,SWOT_L2_HR_PIXC_546_009_229R_20230608T181404_20230608T181415_PGC0_01.nc,546,9,229R,PGC0,1
5252,8485,5252,1919,SWOT_L2_HR_PIXC_546_009_230L_20230608T181414_20230608T181425_PGC0_01.nc,546,9,230L,PGC0,1
5253,8486,5253,1918,SWOT_L2_HR_PIXC_546_009_230R_20230608T181414_20230608T181425_PGC0_01.nc,546,9,230R,PGC0,1
5254,8487,5254,1921,SWOT_L2_HR_PIXC_546_009_231L_20230608T181424_20230608T181435_PGC0_01.nc,546,9,231L,PGC0,1
5255,8488,5255,1920,SWOT_L2_HR_PIXC_546_009_231R_20230608T181424_20230608T181435_PGC0_01.nc,546,9,231R,PGC0,1
5256,8489,5256,1922,SWOT_L2_HR_PIXC_546_009_232L_20230608T181434_20230608T181445_PGC0_01.nc,546,9,232L,PGC0,1
5257,8490,5257,1923,SWOT_L2_HR_PIXC_546_009_232R_20230608T181434_20230608T181445_PGC0_01.nc,546,9,232R,PGC0,1
5258,8491,5258,1925,SWOT_L2_HR_PIXC_546_009_233L_20230608T181444_20230608T181455_PGC0_01.nc,546,9,233L,PGC0,1
5259,8492,5259,1924,SWOT_L2_HR_PIXC_546_009_233R_20230608T181444_20230608T181455_PGC0_01.nc,546,9,233R,PGC0,1
5260,8493,5260,1927,SWOT_L2_HR_PIXC_546_009_234L_20230608T181454_20230608T181505_PGC0_01.nc,546,9,234L,PGC0,1
5261,8494,5261,1926,SWOT_L2_HR_PIXC_546_009_234R_20230608T181454_20230608T181505_PGC0_01.nc,546,9,234R,PGC0,1
5262,8496,5262,1929,SWOT_L2_HR_PIXC_546_009_235R_20230608T181504_20230608T181515_PGC0_01.nc,546,9,235R,PGC0,1
5263,8498,5263,1930,SWOT_L2_HR_PIXC_546_009_236R_20230608T181514_20230608T181525_PGC0_01.nc,546,9,236R,PGC0,1
5264,8499,5264,1933,SWOT_L2_HR_PIXC_546_009_237L_20230608T181524_20230608T181535_PGC0_01.nc,546,9,237L,PGC0,1
5265,8500,5265,1932,SWOT_L2_HR_PIXC_546_009_237R_20230608T181524_20230608T181535_PGC0_01.nc,546,9,237R,PGC0,1
5266,8502,5266,1934,SWOT_L2_HR_PIXC_546_009_238R_20230608T181534_20230608T181545_PGC0_01.nc,546,9,238R,PGC0,1
5267,8505,5267,1938,SWOT_L2_HR_PIXC_546_009_240R_20230608T181554_20230608T181605_PGC0_01.nc,546,9,240R,PGC0,1
5268,8506,5268,1940,SWOT_L2_HR_PIXC_547_009_226L_20230609T180412_20230609T180423_PGC0_01.nc,547,9,226L,PGC0,1
5269,8507,5269,1939,SWOT_L2_HR_PIXC_547_009_226R_20230609T180412_20230609T180423_PGC0_01.nc,547,9,226R,PGC0,1
5270,8508,5270,1942,SWOT_L2_HR_PIXC_547_009_227L_20230609T180422_20230609T180433_PGC0_01.nc,547,9,227L,PGC0,1
5271,8509,5271,1941,SWOT_L2_HR_PIXC_547_009_227R_20230609T180422_20230609T180433_PGC0_01.nc,547,9,227R,PGC0,1
5272,8510,5272,1944,SWOT_L2_HR_PIXC_547_009_228L_20230609T180432_20230609T180443_PGC0_01.nc,547,9,228L,PGC0,1
5273,8511,5273,1943,SWOT_L2_HR_PIXC_547_009_228R_20230609T180432_20230609T180443_PGC0_01.nc,547,9,228R,PGC0,1
5274,8512,5274,1946,SWOT_L2_HR_PIXC_547_009_229L_20230609T180442_20230609T180453_PGC0_01.nc,547,9,229L,PGC0,1
5275,8513,5275,1945,SWOT_L2_HR_PIXC_547_009_229R_20230609T180442_20230609T180453_PGC0_01.nc,547,9,229R,PGC0,1
5276,8514,5276,1948,SWOT_L2_HR_PIXC_547_009_230L_20230609T180452_20230609T180503_PGC0_01.nc,547,9,230L,PGC0,1
5277,8515,5277,1947,SWOT_L2_HR_PIXC_547_009_230R_20230609T180452_20230609T180503_PGC0_01.nc,547,9,230R,PGC0,1
5278,8516,5278,1950,SWOT_L2_HR_PIXC_547_009_231L_20230609T180502_20230609T180513_PGC0_01.nc,547,9,231L,PGC0,1
5279,8517,5279,1949,SWOT_L2_HR_PIXC_547_009_231R_20230609T180502_20230609T180513_PGC0_01.nc,547,9,231R,PGC0,1
5280,8518,5280,1952,SWOT_L2_HR_PIXC_547_009_232L_20230609T180512_20230609T180523_PGC0_01.nc,547,9,232L,PGC0,1
5281,8519,5281,1951,SWOT_L2_HR_PIXC_547_009_232R_20230609T180512_20230609T180523_PGC0_01.nc,547,9,232R,PGC0,1
5282,8520,5282,1954,SWOT_L2_HR_PIXC_547_009_233L_20230609T180522_20230609T180533_PGC0_01.nc,547,9,233L,PGC0,1
5283,8521,5283,1953,SWOT_L2_HR_PIXC_547_009_233R_20230609T180522_20230609T180533_PGC0_01.nc,547,9,233R,PGC0,1
5284,8522,5284,1956,SWOT_L2_HR_PIXC_547_009_234L_20230609T180532_20230609T180543_PGC0_01.nc,547,9,234L,PGC0,1
5285,8523,5285,1955,SWOT_L2_HR_PIXC_547_009_234R_20230609T180532_20230609T180543_PGC0_01.nc,547,9,234R,PGC0,1
5286,8525,5286,1957,SWOT_L2_HR_PIXC_547_009_235R_20230609T180542_20230609T180553_PGC0_01.nc,547,9,235R,PGC0,1
5287,8527,5287,1959,SWOT_L2_HR_PIXC_547_009_236R_20230609T180552_20230609T180603_PGC0_01.nc,547,9,236R,PGC0,1
5288,8528,5288,1962,SWOT_L2_HR_PIXC_547_009_237L_20230609T180602_20230609T180613_PGC0_01.nc,547,9,237L,PGC0,1
5289,8529,5289,1961,SWOT_L2_HR_PIXC_547_009_237R_20230609T180602_20230609T180613_PGC0_01.nc,547,9,237R,PGC0,1
5290,8531,5290,1964,SWOT_L2_HR_PIXC_547_009_238R_20230609T180612_20230609T180623_PGC0_01.nc,547,9,238R,PGC0,1
5291,8534,5291,1968,SWOT_L2_HR_PIXC_547_009_240R_20230609T180631_20230609T180643_PGC0_01.nc,547,9,240R,PGC0,1
5292,8535,5292,1969,SWOT_L2_HR_PIXC_548_009_226L_20230610T175450_20230610T175501_PGC0_01.nc,548,9,226L,PGC0,1
5293,8536,5293,1967,SWOT_L2_HR_PIXC_548_009_226R_20230610T175450_20230610T175501_PGC0_01.nc,548,9,226R,PGC0,1
5294,8537,5294,1972,SWOT_L2_HR_PIXC_548_009_227L_20230610T175500_20230610T175511_PGC0_01.nc,548,9,227L,PGC0,1
5295,8538,5295,1970,SWOT_L2_HR_PIXC_548_009_227R_20230610T175500_20230610T175511_PGC0_01.nc,548,9,227R,PGC0,1
5296,8539,5296,1973,SWOT_L2_HR_PIXC_548_009_228L_20230610T175510_20230610T175521_PGC0_01.nc,548,9,228L,PGC0,1
5297,8540,5297,1971,SWOT_L2_HR_PIXC_548_009_228R_20230610T175510_20230610T175521_PGC0_01.nc,548,9,228R,PGC0,1
5298,8541,5298,1975,SWOT_L2_HR_PIXC_548_009_229L_20230610T175520_20230610T175531_PGC0_01.nc,548,9,229L,PGC0,1
5299,8542,5299,1974,SWOT_L2_HR_PIXC_548_009_229R_20230610T175520_20230610T175531_PGC0_01.nc,548,9,229R,PGC0,1
5300,8543,5300,1977,SWOT_L2_HR_PIXC_548_009_230L_20230610T175530_20230610T175541_PGC0_01.nc,548,9,230L,PGC0,1
5301,8544,5301,1976,SWOT_L2_HR_PIXC_548_009_230R_20230610T175530_20230610T175541_PGC0_01.nc,548,9,230R,PGC0,1
5302,8545,5302,1979,SWOT_L2_HR_PIXC_548_009_231L_20230610T175540_20230610T175551_PGC0_01.nc,548,9,231L,PGC0,1
5303,8546,5303,1978,SWOT_L2_HR_PIXC_548_009_231R_20230610T175540_20230610T175551_PGC0_01.nc,548,9,231R,PGC0,1
5304,8547,5304,1981,SWOT_L2_HR_PIXC_548_009_232L_20230610T175550_20230610T175601_PGC0_01.nc,548,9,232L,PGC0,1
5305,8548,5305,1980,SWOT_L2_HR_PIXC_548_009_232R_20230610T175550_20230610T175601_PGC0_01.nc,548,9,232R,PGC0,1
5306,8549,5306,1982,SWOT_L2_HR_PIXC_548_009_233L_20230610T175600_20230610T175611_PGC0_01.nc,548,9,233L,PGC0,1
5307,8550,5307,1983,SWOT_L2_HR_PIXC_548_009_233R_20230610T175600_20230610T175611_PGC0_01.nc,548,9,233R,PGC0,1
5308,8551,5308,1984,SWOT_L2_HR_PIXC_548_009_234L_20230610T175610_20230610T175621_PGC0_01.nc,548,9,234L,PGC0,1
5309,8552,5309,1985,SWOT_L2_HR_PIXC_548_009_234R_20230610T175610_20230610T175621_PGC0_01.nc,548,9,234R,PGC0,1
5310,8554,5310,1986,SWOT_L2_HR_PIXC_548_009_235R_20230610T175620_20230610T175631_PGC0_01.nc,548,9,235R,PGC0,1
5311,8556,5311,1988,SWOT_L2_HR_PIXC_548_009_236R_20230610T175630_20230610T175641_PGC0_01.nc,548,9,236R,PGC0,1
5312,8557,5312,1991,SWOT_L2_HR_PIXC_548_009_237L_20230610T175639_20230610T175650_PGC0_01.nc,548,9,237L,PGC0,1
5313,8558,5313,1990,SWOT_L2_HR_PIXC_548_009_237R_20230610T175639_20230610T175650_PGC0_01.nc,548,9,237R,PGC0,1
5314,8560,5314,1992,SWOT_L2_HR_PIXC_548_009_238R_20230610T175649_20230610T175700_PGC0_01.nc,548,9,238R,PGC0,1
5315,8563,5315,1995,SWOT_L2_HR_PIXC_548_009_240R_20230610T175709_20230610T175720_PGC0_01.nc,548,9,240R,PGC0,1
5316,8564,5316,1998,SWOT_L2_HR_PIXC_549_009_226L_20230611T174528_20230611T174539_PGC0_01.nc,549,9,226L,PGC0,1
5317,8565,5317,1997,SWOT_L2_HR_PIXC_549_009_226R_20230611T174528_20230611T174539_PGC0_01.nc,549,9,226R,PGC0,1
5318,8566,5318,2001,SWOT_L2_HR_PIXC_549_009_227L_20230611T174538_20230611T174549_PGC0_01.nc,549,9,227L,PGC0,1
5319,8567,5319,1999,SWOT_L2_HR_PIXC_549_009_227R_20230611T174538_20230611T174549_PGC0_01.nc,549,9,227R,PGC0,1
5320,8568,5320,2002,SWOT_L2_HR_PIXC_549_009_228L_20230611T174548_20230611T174559_PGC0_01.nc,549,9,228L,PGC0,1
5321,8569,5321,2000,SWOT_L2_HR_PIXC_549_009_228R_20230611T174548_20230611T174559_PGC0_01.nc,549,9,228R,PGC0,1
5322,8570,5322,2004,SWOT_L2_HR_PIXC_549_009_229L_20230611T174558_20230611T174609_PGC0_01.nc,549,9,229L,PGC0,1
5323,8571,5323,2003,SWOT_L2_HR_PIXC_549_009_229R_20230611T174558_20230611T174609_PGC0_01.nc,549,9,229R,PGC0,1
5324,8572,5324,2006,SWOT_L2_HR_PIXC_549_009_230L_20230611T174608_20230611T174619_PGC0_01.nc,549,9,230L,PGC0,1
5325,8573,5325,2005,SWOT_L2_HR_PIXC_549_009_230R_20230611T174608_20230611T174619_PGC0_01.nc,549,9,230R,PGC0,1
5326,8574,5326,2009,SWOT_L2_HR_PIXC_549_009_231L_20230611T174618_20230611T174629_PGC0_01.nc,549,9,231L,PGC0,1
5327,8575,5327,2007,SWOT_L2_HR_PIXC_549_009_231R_20230611T174618_20230611T174629_PGC0_01.nc,549,9,231R,PGC0,1
5328,8576,5328,2010,SWOT_L2_HR_PIXC_549_009_232L_20230611T174627_20230611T174639_PGC0_01.nc,549,9,232L,PGC0,1
5329,8577,5329,2008,SWOT_L2_HR_PIXC_549_009_232R_20230611T174627_20230611T174639_PGC0_01.nc,549,9,232R,PGC0,1
5330,8578,5330,2012,SWOT_L2_HR_PIXC_549_009_233L_20230611T174637_20230611T174648_PGC0_01.nc,549,9,233L,PGC0,1
5331,8579,5331,2011,SWOT_L2_HR_PIXC_549_009_233R_20230611T174637_20230611T174648_PGC0_01.nc,549,9,233R,PGC0,1
5332,8580,5332,2014,SWOT_L2_HR_PIXC_549_009_234L_20230611T174647_20230611T174658_PGC0_01.nc,549,9,234L,PGC0,1
5333,8581,5333,2013,SWOT_L2_HR_PIXC_549_009_234R_20230611T174647_20230611T174658_PGC0_01.nc,549,9,234R,PGC0,1
5334,8583,5334,2015,SWOT_L2_HR_PIXC_549_009_235R_20230611T174657_20230611T174708_PGC0_01.nc,549,9,235R,PGC0,1
5335,8585,5335,2017,SWOT_L2_HR_PIXC_549_009_236R_20230611T174707_20230611T174718_PGC0_01.nc,549,9,236R,PGC0,1
5336,8586,5336,2020,SWOT_L2_HR_PIXC_549_009_237L_20230611T174717_20230611T174728_PGC0_01.nc,549,9,237L,PGC0,1
5337,8587,5337,2019,SWOT_L2_HR_PIXC_549_009_237R_20230611T174717_20230611T174728_PGC0_01.nc,549,9,237R,PGC0,1
5338,8589,5338,2021,SWOT_L2_HR_PIXC_549_009_238R_20230611T174727_20230611T174738_PGC0_01.nc,549,9,238R,PGC0,1
5339,8592,5339,2023,SWOT_L2_HR_PIXC_549_009_240R_20230611T174747_20230611T174758_PGC0_01.nc,549,9,240R,PGC0,1
5340,8593,5340,2027,SWOT_L2_HR_PIXC_550_009_226L_20230612T173606_20230612T173617_PGC0_01.nc,550,9,226L,PGC0,1
5341,8594,5341,2026,SWOT_L2_HR_PIXC_550_009_226R_20230612T173606_20230612T173617_PGC0_01.nc,550,9,226R,PGC0,1
5342,8595,5342,2029,SWOT_L2_HR_PIXC_550_009_227L_20230612T173616_20230612T173627_PGC0_01.nc,550,9,227L,PGC0,1
5343,8596,5343,2028,SWOT_L2_HR_PIXC_550_009_227R_20230612T173616_20230612T173627_PGC0_01.nc,550,9,227R,PGC0,1
5344,8597,5344,2031,SWOT_L2_HR_PIXC_550_009_228L_20230612T173625_20230612T173636_PGC0_01.nc,550,9,228L,PGC0,1
5345,8598,5345,2030,SWOT_L2_HR_PIXC_550_009_228R_20230612T173625_20230612T173636_PGC0_01.nc,550,9,228R,PGC0,1
5346,8599,5346,2033,SWOT_L2_HR_PIXC_550_009_229L_20230612T173635_20230612T173646_PGC0_01.nc,550,9,229L,PGC0,1
5347,8600,5347,2032,SWOT_L2_HR_PIXC_550_009_229R_20230612T173635_20230612T173646_PGC0_01.nc,550,9,229R,PGC0,1
5348,8601,5348,2035,SWOT_L2_HR_PIXC_550_009_230L_20230612T173645_20230612T173656_PGC0_01.nc,550,9,230L,PGC0,1
5349,8602,5349,2034,SWOT_L2_HR_PIXC_550_009_230R_20230612T173645_20230612T173656_PGC0_01.nc,550,9,230R,PGC0,1
5350,8603,5350,2037,SWOT_L2_HR_PIXC_550_009_231L_20230612T173655_20230612T173706_PGC0_01.nc,550,9,231L,PGC0,1
5351,8604,5351,2036,SWOT_L2_HR_PIXC_550_009_231R_20230612T173655_20230612T173706_PGC0_01.nc,550,9,231R,PGC0,1
5352,8605,5352,2039,SWOT_L2_HR_PIXC_550_009_232L_20230612T173705_20230612T173716_PGC0_01.nc,550,9,232L,PGC0,1
5353,8606,5353,2038,SWOT_L2_HR_PIXC_550_009_232R_20230612T173705_20230612T173716_PGC0_01.nc,550,9,232R,PGC0,1
5354,8607,5354,2041,SWOT_L2_HR_PIXC_550_009_233L_20230612T173715_20230612T173726_PGC0_01.nc,550,9,233L,PGC0,1
5355,8608,5355,2040,SWOT_L2_HR_PIXC_550_009_233R_20230612T173715_20230612T173726_PGC0_01.nc,550,9,233R,PGC0,1
5356,8609,5356,2043,SWOT_L2_HR_PIXC_550_009_234L_20230612T173725_20230612T173736_PGC0_01.nc,550,9,234L,PGC0,1
5357,8610,5357,2042,SWOT_L2_HR_PIXC_550_009_234R_20230612T173725_20230612T173736_PGC0_01.nc,550,9,234R,PGC0,1
5358,8612,5358,2044,SWOT_L2_HR_PIXC_550_009_235R_20230612T173735_20230612T173746_PGC0_01.nc,550,9,235R,PGC0,1
5359,8614,5359,2046,SWOT_L2_HR_PIXC_550_009_236R_20230612T173745_20230612T173756_PGC0_01.nc,550,9,236R,PGC0,1
5360,8615,5360,2049,SWOT_L2_HR_PIXC_550_009_237L_20230612T173755_20230612T173806_PGC0_01.nc,550,9,237L,PGC0,1
5361,8616,5361,2048,SWOT_L2_HR_PIXC_550_009_237R_20230612T173755_20230612T173806_PGC0_01.nc,550,9,237R,PGC0,1
5362,8618,5362,2050,SWOT_L2_HR_PIXC_550_009_238R_20230612T173805_20230612T173816_PGC0_01.nc,550,9,238R,PGC0,1
5363,8621,5363,2054,SWOT_L2_HR_PIXC_550_009_240R_20230612T173825_20230612T173836_PGC0_01.nc,550,9,240R,PGC0,1
5364,8622,5364,2056,SWOT_L2_HR_PIXC_551_009_226L_20230613T172643_20230613T172654_PGC0_01.nc,551,9,226L,PGC0,1
5365,8623,5365,2055,SWOT_L2_HR_PIXC_551_009_226R_20230613T172643_20230613T172654_PGC0_01.nc,551,9,226R,PGC0,1
5366,8624,5366,2058,SWOT_L2_HR_PIXC_551_009_227L_20230613T172653_20230613T172704_PGC0_01.nc,551,9,227L,PGC0,1
5367,8625,5367,2057,SWOT_L2_HR_PIXC_551_009_227R_20230613T172653_20230613T172704_PGC0_01.nc,551,9,227R,PGC0,1
5368,8626,5368,2060,SWOT_L2_HR_PIXC_551_009_228L_20230613T172703_20230613T172714_PGC0_01.nc,551,9,228L,PGC0,1
5369,8627,5369,2059,SWOT_L2_HR_PIXC_551_009_228R_20230613T172703_20230613T172714_PGC0_01.nc,551,9,228R,PGC0,1
5370,8628,5370,2062,SWOT_L2_HR_PIXC_551_009_229L_20230613T172713_20230613T172724_PGC0_01.nc,551,9,229L,PGC0,1
5371,8629,5371,2061,SWOT_L2_HR_PIXC_551_009_229R_20230613T172713_20230613T172724_PGC0_01.nc,551,9,229R,PGC0,1
5372,8630,5372,2064,SWOT_L2_HR_PIXC_551_009_230L_20230613T172723_20230613T172734_PGC0_01.nc,551,9,230L,PGC0,1
5373,8631,5373,2063,SWOT_L2_HR_PIXC_551_009_230R_20230613T172723_20230613T172734_PGC0_01.nc,551,9,230R,PGC0,1
5374,8632,5374,2066,SWOT_L2_HR_PIXC_551_009_231L_20230613T172733_20230613T172744_PGC0_01.nc,551,9,231L,PGC0,1
5375,8633,5375,2065,SWOT_L2_HR_PIXC_551_009_231R_20230613T172733_20230613T172744_PGC0_01.nc,551,9,231R,PGC0,1
5376,8634,5376,2068,SWOT_L2_HR_PIXC_551_009_232L_20230613T172743_20230613T172754_PGC0_01.nc,551,9,232L,PGC0,1
5377,8635,5377,2067,SWOT_L2_HR_PIXC_551_009_232R_20230613T172743_20230613T172754_PGC0_01.nc,551,9,232R,PGC0,1
5378,8636,5378,2070,SWOT_L2_HR_PIXC_551_009_233L_20230613T172753_20230613T172804_PGC0_01.nc,551,9,233L,PGC0,1
5379,8637,5379,2069,SWOT_L2_HR_PIXC_551_009_233R_20230613T172753_20230613T172804_PGC0_01.nc,551,9,233R,PGC0,1
5380,8638,5380,2072,SWOT_L2_HR_PIXC_551_009_234L_20230613T172803_20230613T172814_PGC0_01.nc,551,9,234L,PGC0,1
